pal1,pal2,palres
Loupmoon,Eikthyrdeer,Caprity
Loupmoon,Caprity,Lovander
Loupmoon,Lovander,Lovander
Loupmoon,Loupmoon,Loupmoon
Loupmoon,Fenglope,Loupmoon
Loupmoon,Verdash,Fenglope
Loupmoon,Robinquill Terra,Fenglope
Loupmoon,Felbat,Fenglope
Loupmoon,Robinquill,Fenglope
Loupmoon,Galeclaw,Verdash
Loupmoon,Gorirat,Verdash
Loupmoon,Vaelet,Robinquill Terra
Loupmoon,Direhowl,Robinquill Terra
Loupmoon,Beegarde,Felbat
Loupmoon,Cawgnito,Felbat
Loupmoon,Gobfin,Robinquill
Loupmoon,Gobfin Ignis,Robinquill
Loupmoon,Lunaris,Galeclaw
Loupmoon,Leezpunk,Galeclaw
Loupmoon,Rushoar,Gorirat
Loupmoon,Leezpunk Ignis,Gorirat
Loupmoon,Maraith,Vaelet
Loupmoon,Rooby,Vaelet
Loupmoon,Wixen,Vaelet
Loupmoon,Nox,Direhowl
Loupmoon,Woolipop,Beegarde
Loupmoon,Dazzi,Cawgnito
Loupmoon,Fuddler,Cawgnito
Loupmoon,Daedream,Gobfin
Loupmoon,Gumoss (Special),Gobfin
Loupmoon,Gumoss,Gobfin
Loupmoon,Tanzee,Gobfin Ignis
Loupmoon,Kelpsea,Gobfin Ignis
Loupmoon,Kelpsea Ignis,Lunaris
Loupmoon,Flopie,Lunaris
Loupmoon,Killamari,Leezpunk
Loupmoon,Swee,Leezpunk
Loupmoon,Ribunny,Rushoar
Loupmoon,Bristla,Rushoar
Loupmoon,Fuack,Leezpunk Ignis
Loupmoon,Tocotoco,Leezpunk Ignis
Loupmoon,Pengullet,Maraith
Loupmoon,Jolthog Cryst,Rooby
Loupmoon,Jolthog,Wixen
Loupmoon,Depresso,Wixen
Loupmoon,Hoocrates,Wixen
Loupmoon,Foxparks,Nox
Loupmoon,Flambelle,Nox
Loupmoon,Sparkit,Nox
Loupmoon,Hangyu,Nox
Loupmoon,Hangyu Cryst,Woolipop
Loupmoon,Lifmunk,Woolipop
Loupmoon,Mau Cryst,Woolipop
Loupmoon,Vixy,Woolipop
Loupmoon,Cremis,Dazzi
Loupmoon,Cattiva,Dazzi
Loupmoon,Lamball,Dazzi
Loupmoon,Mau,Dazzi
Loupmoon,Teafant,Fuddler
Loupmoon,Chikipi,Fuddler
Fenglope,Blazamut,Cinnamoth
Fenglope,Suzaku Aqua,Azurobe
Fenglope,Suzaku,Grintale
Fenglope,Shadowbeak,Penking
Fenglope,Necromus,Penking
Fenglope,Paladius,Elphidran Aqua
Fenglope,Jetragon,Elphidran Aqua
Fenglope,Frostallion Noct,Elphidran
Fenglope,Frostallion,Surfent Terra
Fenglope,Cryolinx,Surfent Terra
Fenglope,Orserk,Surfent
Fenglope,Astegon,Surfent
Fenglope,Helzephyr,Incineram Noct
Fenglope,Grizzbolt,Incineram
Fenglope,Lyleen Noct,Incineram
Fenglope,Beakon,Incineram
Fenglope,Reptyro Cryst,Incineram
Fenglope,Pyrin Noct,Vanwyrm Cryst
Fenglope,Lyleen,Vanwyrm Cryst
Fenglope,Menasting,Vanwyrm Cryst
Fenglope,Relaxaurus Lux,Vanwyrm Cryst
Fenglope,Relaxaurus,Vanwyrm Cryst
Fenglope,Mammorest Cryst,Bushi
Fenglope,Mammorest,Bushi
Fenglope,Jormuntide,Bushi
Fenglope,Jormuntide Ignis,Bushi
Fenglope,Reptyro,Bushi
Fenglope,Elizabee,Vanwyrm
Fenglope,Warsect,Vanwyrm
Fenglope,Quivern,Vanwyrm
Fenglope,Pyrin,Blazehowl Noct
Fenglope,Faleris,Blazehowl Noct
Fenglope,Ragnahawk,Univolt
Fenglope,Mossanda Lux,Univolt
Fenglope,Sweepa,Katress
Fenglope,Nitewing,Katress
Fenglope,Mossanda,Katress
Fenglope,Ice Kingpaca,Blazehowl
Fenglope,Sibelyx,Blazehowl
Fenglope,Wumpo,Blazehowl
Fenglope,Kingpaca,Blazehowl
Fenglope,Wumpo Botan,Rayhound
Fenglope,Cinnamoth,Rayhound
Fenglope,Azurobe,Rayhound
Fenglope,Grintale,Rayhound
Fenglope,Penking,Tombat
Fenglope,Elphidran Aqua,Tombat
Fenglope,Elphidran,Foxcicle
Fenglope,Surfent Terra,Foxcicle
Fenglope,Surfent,Foxcicle
Fenglope,Anubis,Petallia
Fenglope,Incineram Noct,Petallia
Fenglope,Incineram,Petallia
Fenglope,Vanwyrm Cryst,Chillet
Fenglope,Bushi,Dinossom Lux
Fenglope,Vanwyrm,Dinossom
Fenglope,Blazehowl Noct,Dinossom
Fenglope,Univolt,Kitsun
Fenglope,Katress,Broncherry Aqua
Fenglope,Blazehowl,Broncherry Aqua
Fenglope,Rayhound,Broncherry
Fenglope,Tombat,Broncherry
Fenglope,Foxcicle,Celaray
Fenglope,Petallia,Reindrix
Fenglope,Arsox,Reindrix
Fenglope,Chillet,Melpaca
Fenglope,Dinossom Lux,Dumud
Fenglope,Dinossom,Eikthyrdeer Terra
Fenglope,Kitsun,Eikthyrdeer Terra
Fenglope,Broncherry Aqua,Mozzarina
Fenglope,Digtoise,Mozzarina
Fenglope,Broncherry,Eikthyrdeer
Fenglope,Celaray,Eikthyrdeer
Fenglope,Reindrix,Caprity
Fenglope,Melpaca,Caprity
Fenglope,Dumud,Lovander
Fenglope,Eikthyrdeer Terra,Lovander
Fenglope,Mozzarina,Lovander
Fenglope,Eikthyrdeer,Loupmoon
Fenglope,Caprity,Loupmoon
Fenglope,Lovander,Loupmoon
Fenglope,Loupmoon,Loupmoon
Fenglope,Fenglope,Fenglope
Fenglope,Verdash,Fenglope
Fenglope,Robinquill Terra,Verdash
Fenglope,Felbat,Verdash
Fenglope,Robinquill,Robinquill Terra
Fenglope,Galeclaw,Robinquill Terra
Fenglope,Gorirat,Felbat
Fenglope,Vaelet,Felbat
Fenglope,Direhowl,Robinquill
Fenglope,Beegarde,Robinquill
Fenglope,Cawgnito,Galeclaw
Fenglope,Gobfin,Galeclaw
Fenglope,Gobfin Ignis,Gorirat
Fenglope,Lunaris,Gorirat
Fenglope,Leezpunk,Vaelet
Fenglope,Rushoar,Vaelet
Fenglope,Leezpunk Ignis,Direhowl
Fenglope,Maraith,Direhowl
Fenglope,Rooby,Beegarde
Fenglope,Wixen,Beegarde
Fenglope,Nox,Cawgnito
Fenglope,Woolipop,Cawgnito
Fenglope,Dazzi,Gobfin
Fenglope,Fuddler,Gobfin Ignis
Fenglope,Daedream,Gobfin Ignis
Fenglope,Gumoss (Special),Lunaris
Fenglope,Gumoss,Lunaris
Fenglope,Tanzee,Lunaris
Fenglope,Kelpsea,Leezpunk
Fenglope,Kelpsea Ignis,Leezpunk
Fenglope,Flopie,Rushoar
Fenglope,Killamari,Rushoar
Fenglope,Swee,Leezpunk Ignis
Fenglope,Ribunny,Leezpunk Ignis
Fenglope,Bristla,Maraith
Fenglope,Fuack,Rooby
Fenglope,Tocotoco,Wixen
Fenglope,Pengullet,Wixen
Fenglope,Jolthog Cryst,Wixen
Fenglope,Jolthog,Nox
Fenglope,Depresso,Nox
Fenglope,Hoocrates,Nox
Fenglope,Foxparks,Woolipop
Fenglope,Flambelle,Woolipop
Fenglope,Sparkit,Woolipop
Fenglope,Hangyu,Woolipop
Fenglope,Hangyu Cryst,Dazzi
Fenglope,Lifmunk,Dazzi
Fenglope,Mau Cryst,Dazzi
Fenglope,Vixy,Dazzi
Fenglope,Cremis,Fuddler
Fenglope,Cattiva,Fuddler
Fenglope,Lamball,Fuddler
Fenglope,Mau,Daedream
Fenglope,Teafant,Daedream
Fenglope,Chikipi,Gumoss (Special)
Verdash,Blazamut,Azurobe
Verdash,Suzaku Aqua,Grintale
Verdash,Suzaku,Penking
Verdash,Shadowbeak,Penking
Verdash,Necromus,Elphidran Aqua
Verdash,Paladius,Elphidran Aqua
Verdash,Jetragon,Elphidran
Verdash,Frostallion Noct,Elphidran
Verdash,Frostallion,Surfent Terra
Verdash,Cryolinx,Surfent
Verdash,Orserk,Surfent
Verdash,Astegon,Anubis
Verdash,Helzephyr,Incineram
Verdash,Grizzbolt,Incineram
Verdash,Lyleen Noct,Incineram
Verdash,Beakon,Incineram
Verdash,Reptyro Cryst,Vanwyrm Cryst
Verdash,Pyrin Noct,Vanwyrm Cryst
Verdash,Lyleen,Vanwyrm Cryst
Verdash,Menasting,Vanwyrm Cryst
Verdash,Relaxaurus Lux,Vanwyrm Cryst
Verdash,Relaxaurus,Bushi
Verdash,Mammorest Cryst,Bushi
Verdash,Mammorest,Bushi
Verdash,Jormuntide,Bushi
Verdash,Jormuntide Ignis,Vanwyrm
Verdash,Reptyro,Vanwyrm
Verdash,Elizabee,Vanwyrm
Verdash,Warsect,Vanwyrm
Verdash,Quivern,Blazehowl Noct
Verdash,Pyrin,Blazehowl Noct
Verdash,Faleris,Univolt
Verdash,Ragnahawk,Univolt
Verdash,Mossanda Lux,Univolt
Verdash,Sweepa,Katress
Verdash,Nitewing,Katress
Verdash,Mossanda,Blazehowl
Verdash,Ice Kingpaca,Blazehowl
Verdash,Sibelyx,Blazehowl
Verdash,Wumpo,Blazehowl
Verdash,Kingpaca,Rayhound
Verdash,Wumpo Botan,Rayhound
Verdash,Cinnamoth,Rayhound
Verdash,Azurobe,Rayhound
Verdash,Grintale,Tombat
Verdash,Penking,Tombat
Verdash,Elphidran Aqua,Foxcicle
Verdash,Elphidran,Foxcicle
Verdash,Surfent Terra,Foxcicle
Verdash,Surfent,Petallia
Verdash,Anubis,Petallia
Verdash,Incineram Noct,Petallia
Verdash,Incineram,Arsox
Verdash,Vanwyrm Cryst,Chillet
Verdash,Bushi,Dinossom Lux
Verdash,Vanwyrm,Dinossom
Verdash,Blazehowl Noct,Kitsun
Verdash,Univolt,Kitsun
Verdash,Katress,Broncherry Aqua
Verdash,Blazehowl,Digtoise
Verdash,Rayhound,Broncherry
Verdash,Tombat,Celaray
Verdash,Foxcicle,Celaray
Verdash,Petallia,Reindrix
Verdash,Arsox,Melpaca
Verdash,Chillet,Dumud
Verdash,Dinossom Lux,Eikthyrdeer Terra
Verdash,Dinossom,Eikthyrdeer Terra
Verdash,Kitsun,Mozzarina
Verdash,Broncherry Aqua,Mozzarina
Verdash,Digtoise,Eikthyrdeer
Verdash,Broncherry,Eikthyrdeer
Verdash,Celaray,Caprity
Verdash,Reindrix,Caprity
Verdash,Melpaca,Lovander
Verdash,Dumud,Lovander
Verdash,Eikthyrdeer Terra,Lovander
Verdash,Mozzarina,Loupmoon
Verdash,Eikthyrdeer,Loupmoon
Verdash,Caprity,Loupmoon
Verdash,Lovander,Loupmoon
Verdash,Loupmoon,Fenglope
Verdash,Fenglope,Fenglope
Verdash,Verdash,Verdash
Verdash,Robinquill Terra,Verdash
Verdash,Felbat,Robinquill Terra
Verdash,Robinquill,Robinquill Terra
Verdash,Galeclaw,Felbat
Verdash,Gorirat,Felbat
Verdash,Vaelet,Robinquill
Verdash,Direhowl,Robinquill
Verdash,Beegarde,Galeclaw
Verdash,Cawgnito,Galeclaw
Verdash,Gobfin,Gorirat
Verdash,Gobfin Ignis,Gorirat
Verdash,Lunaris,Vaelet
Verdash,Leezpunk,Vaelet
Verdash,Rushoar,Direhowl
Verdash,Leezpunk Ignis,Direhowl
Verdash,Maraith,Beegarde
Verdash,Rooby,Beegarde
Verdash,Wixen,Beegarde
Verdash,Nox,Cawgnito
Verdash,Woolipop,Gobfin
Verdash,Dazzi,Gobfin Ignis
Verdash,Fuddler,Gobfin Ignis
Verdash,Daedream,Lunaris
Verdash,Gumoss (Special),Lunaris
Verdash,Gumoss,Lunaris
Verdash,Tanzee,Leezpunk
Verdash,Kelpsea,Leezpunk
Verdash,Kelpsea Ignis,Rushoar
Verdash,Flopie,Rushoar
Verdash,Killamari,Leezpunk Ignis
Verdash,Swee,Leezpunk Ignis
Verdash,Ribunny,Maraith
Verdash,Bristla,Rooby
Verdash,Fuack,Wixen
Verdash,Tocotoco,Wixen
Verdash,Pengullet,Wixen
Verdash,Jolthog Cryst,Nox
Verdash,Jolthog,Nox
Verdash,Depresso,Nox
Verdash,Hoocrates,Woolipop
Verdash,Foxparks,Woolipop
Verdash,Flambelle,Woolipop
Verdash,Sparkit,Woolipop
Verdash,Hangyu,Dazzi
Verdash,Hangyu Cryst,Dazzi
Verdash,Lifmunk,Dazzi
Verdash,Mau Cryst,Dazzi
Verdash,Vixy,Fuddler
Verdash,Cremis,Fuddler
Verdash,Cattiva,Fuddler
Verdash,Lamball,Daedream
Verdash,Mau,Daedream
Verdash,Teafant,Gumoss (Special)
Verdash,Chikipi,Gumoss (Special)
Robinquill Terra,Blazamut,Azurobe
Robinquill Terra,Suzaku Aqua,Grintale
Robinquill Terra,Suzaku,Penking
Robinquill Terra,Shadowbeak,Elphidran Aqua
Robinquill Terra,Necromus,Elphidran Aqua
Robinquill Terra,Paladius,Elphidran
Robinquill Terra,Jetragon,Elphidran
Robinquill Terra,Frostallion Noct,Surfent Terra
Robinquill Terra,Frostallion,Surfent
Robinquill Terra,Cryolinx,Surfent
Robinquill Terra,Orserk,Anubis
Robinquill Terra,Astegon,Anubis
Robinquill Terra,Helzephyr,Incineram
Robinquill Terra,Grizzbolt,Incineram
Robinquill Terra,Lyleen Noct,Incineram
Robinquill Terra,Beakon,Vanwyrm Cryst
Robinquill Terra,Reptyro Cryst,Vanwyrm Cryst
Robinquill Terra,Pyrin Noct,Vanwyrm Cryst
Robinquill Terra,Lyleen,Vanwyrm Cryst
Robinquill Terra,Menasting,Vanwyrm Cryst
Robinquill Terra,Relaxaurus Lux,Bushi
Robinquill Terra,Relaxaurus,Bushi
Robinquill Terra,Mammorest Cryst,Bushi
Robinquill Terra,Mammorest,Bushi
Robinquill Terra,Jormuntide,Vanwyrm
Robinquill Terra,Jormuntide Ignis,Vanwyrm
Robinquill Terra,Reptyro,Vanwyrm
Robinquill Terra,Elizabee,Vanwyrm
Robinquill Terra,Warsect,Blazehowl Noct
Robinquill Terra,Quivern,Blazehowl Noct
Robinquill Terra,Pyrin,Univolt
Robinquill Terra,Faleris,Univolt
Robinquill Terra,Ragnahawk,Univolt
Robinquill Terra,Mossanda Lux,Katress
Robinquill Terra,Sweepa,Katress
Robinquill Terra,Nitewing,Blazehowl
Robinquill Terra,Mossanda,Blazehowl
Robinquill Terra,Ice Kingpaca,Blazehowl
Robinquill Terra,Sibelyx,Blazehowl
Robinquill Terra,Wumpo,Rayhound
Robinquill Terra,Kingpaca,Rayhound
Robinquill Terra,Wumpo Botan,Rayhound
Robinquill Terra,Cinnamoth,Rayhound
Robinquill Terra,Azurobe,Tombat
Robinquill Terra,Grintale,Tombat
Robinquill Terra,Penking,Foxcicle
Robinquill Terra,Elphidran Aqua,Foxcicle
Robinquill Terra,Elphidran,Foxcicle
Robinquill Terra,Surfent Terra,Petallia
Robinquill Terra,Surfent,Petallia
Robinquill Terra,Anubis,Petallia
Robinquill Terra,Incineram Noct,Arsox
Robinquill Terra,Incineram,Arsox
Robinquill Terra,Vanwyrm Cryst,Dinossom Lux
Robinquill Terra,Bushi,Dinossom
Robinquill Terra,Vanwyrm,Kitsun
Robinquill Terra,Blazehowl Noct,Kitsun
Robinquill Terra,Univolt,Broncherry Aqua
Robinquill Terra,Katress,Digtoise
Robinquill Terra,Blazehowl,Digtoise
Robinquill Terra,Rayhound,Celaray
Robinquill Terra,Tombat,Celaray
Robinquill Terra,Foxcicle,Reindrix
Robinquill Terra,Petallia,Melpaca
Robinquill Terra,Arsox,Dumud
Robinquill Terra,Chillet,Eikthyrdeer Terra
Robinquill Terra,Dinossom Lux,Eikthyrdeer Terra
Robinquill Terra,Dinossom,Mozzarina
Robinquill Terra,Kitsun,Mozzarina
Robinquill Terra,Broncherry Aqua,Eikthyrdeer
Robinquill Terra,Digtoise,Eikthyrdeer
Robinquill Terra,Broncherry,Caprity
Robinquill Terra,Celaray,Caprity
Robinquill Terra,Reindrix,Lovander
Robinquill Terra,Melpaca,Lovander
Robinquill Terra,Dumud,Loupmoon
Robinquill Terra,Eikthyrdeer Terra,Loupmoon
Robinquill Terra,Mozzarina,Loupmoon
Robinquill Terra,Eikthyrdeer,Loupmoon
Robinquill Terra,Caprity,Loupmoon
Robinquill Terra,Lovander,Fenglope
Robinquill Terra,Loupmoon,Fenglope
Robinquill Terra,Fenglope,Verdash
Robinquill Terra,Verdash,Verdash
Robinquill Terra,Robinquill Terra,Robinquill Terra
Robinquill Terra,Felbat,Robinquill Terra
Robinquill Terra,Robinquill,Felbat
Robinquill Terra,Galeclaw,Felbat
Robinquill Terra,Gorirat,Robinquill
Robinquill Terra,Vaelet,Robinquill
Robinquill Terra,Direhowl,Galeclaw
Robinquill Terra,Beegarde,Galeclaw
Robinquill Terra,Cawgnito,Gorirat
Robinquill Terra,Gobfin,Gorirat
Robinquill Terra,Gobfin Ignis,Vaelet
Robinquill Terra,Lunaris,Vaelet
Robinquill Terra,Leezpunk,Direhowl
Robinquill Terra,Rushoar,Direhowl
Robinquill Terra,Leezpunk Ignis,Beegarde
Robinquill Terra,Maraith,Beegarde
Robinquill Terra,Rooby,Cawgnito
Robinquill Terra,Wixen,Cawgnito
Robinquill Terra,Nox,Gobfin
Robinquill Terra,Woolipop,Gobfin
Robinquill Terra,Dazzi,Gobfin Ignis
Robinquill Terra,Fuddler,Lunaris
Robinquill Terra,Daedream,Lunaris
Robinquill Terra,Gumoss (Special),Leezpunk
Robinquill Terra,Gumoss,Leezpunk
Robinquill Terra,Tanzee,Leezpunk
Robinquill Terra,Kelpsea,Rushoar
Robinquill Terra,Kelpsea Ignis,Rushoar
Robinquill Terra,Flopie,Leezpunk Ignis
Robinquill Terra,Killamari,Leezpunk Ignis
Robinquill Terra,Swee,Maraith
Robinquill Terra,Ribunny,Rooby
Robinquill Terra,Bristla,Wixen
Robinquill Terra,Fuack,Wixen
Robinquill Terra,Tocotoco,Wixen
Robinquill Terra,Pengullet,Nox
Robinquill Terra,Jolthog Cryst,Nox
Robinquill Terra,Jolthog,Nox
Robinquill Terra,Depresso,Woolipop
Robinquill Terra,Hoocrates,Woolipop
Robinquill Terra,Foxparks,Woolipop
Robinquill Terra,Flambelle,Dazzi
Robinquill Terra,Sparkit,Dazzi
Robinquill Terra,Hangyu,Dazzi
Robinquill Terra,Hangyu Cryst,Dazzi
Robinquill Terra,Lifmunk,Dazzi
Robinquill Terra,Mau Cryst,Fuddler
Robinquill Terra,Vixy,Fuddler
Robinquill Terra,Cremis,Daedream
Robinquill Terra,Cattiva,Daedream
Robinquill Terra,Lamball,Daedream
Robinquill Terra,Mau,Gumoss (Special)
Robinquill Terra,Teafant,Gumoss (Special)
Robinquill Terra,Chikipi,Tanzee
Felbat,Blazamut,Grintale
Felbat,Suzaku Aqua,Penking
Felbat,Suzaku,Elphidran Aqua
Felbat,Shadowbeak,Elphidran Aqua
Felbat,Necromus,Elphidran
Felbat,Paladius,Elphidran
Felbat,Jetragon,Surfent Terra
Felbat,Frostallion Noct,Surfent Terra
Felbat,Frostallion,Surfent
Felbat,Cryolinx,Anubis
Felbat,Orserk,Anubis
Felbat,Astegon,Incineram Noct
Felbat,Helzephyr,Incineram
Felbat,Grizzbolt,Incineram
Felbat,Lyleen Noct,Vanwyrm Cryst
Felbat,Beakon,Vanwyrm Cryst
Felbat,Reptyro Cryst,Vanwyrm Cryst
Felbat,Pyrin Noct,Vanwyrm Cryst
Felbat,Lyleen,Vanwyrm Cryst
Felbat,Menasting,Bushi
Felbat,Relaxaurus Lux,Bushi
Felbat,Relaxaurus,Bushi
Felbat,Mammorest Cryst,Bushi
Felbat,Mammorest,Vanwyrm
Felbat,Jormuntide,Vanwyrm
Felbat,Jormuntide Ignis,Vanwyrm
Felbat,Reptyro,Vanwyrm
Felbat,Elizabee,Blazehowl Noct
Felbat,Warsect,Blazehowl Noct
Felbat,Quivern,Univolt
Felbat,Pyrin,Univolt
Felbat,Faleris,Univolt
Felbat,Ragnahawk,Katress
Felbat,Mossanda Lux,Katress
Felbat,Sweepa,Blazehowl
Felbat,Nitewing,Blazehowl
Felbat,Mossanda,Blazehowl
Felbat,Ice Kingpaca,Blazehowl
Felbat,Sibelyx,Rayhound
Felbat,Wumpo,Rayhound
Felbat,Kingpaca,Rayhound
Felbat,Wumpo Botan,Rayhound
Felbat,Cinnamoth,Tombat
Felbat,Azurobe,Tombat
Felbat,Grintale,Foxcicle
Felbat,Penking,Foxcicle
Felbat,Elphidran Aqua,Foxcicle
Felbat,Elphidran,Petallia
Felbat,Surfent Terra,Petallia
Felbat,Surfent,Petallia
Felbat,Anubis,Arsox
Felbat,Incineram Noct,Arsox
Felbat,Incineram,Chillet
Felbat,Vanwyrm Cryst,Dinossom Lux
Felbat,Bushi,Dinossom
Felbat,Vanwyrm,Kitsun
Felbat,Blazehowl Noct,Broncherry Aqua
Felbat,Univolt,Broncherry Aqua
Felbat,Katress,Digtoise
Felbat,Blazehowl,Broncherry
Felbat,Rayhound,Celaray
Felbat,Tombat,Reindrix
Felbat,Foxcicle,Reindrix
Felbat,Petallia,Dumud
Felbat,Arsox,Eikthyrdeer Terra
Felbat,Chillet,Eikthyrdeer Terra
Felbat,Dinossom Lux,Mozzarina
Felbat,Dinossom,Mozzarina
Felbat,Kitsun,Eikthyrdeer
Felbat,Broncherry Aqua,Eikthyrdeer
Felbat,Digtoise,Caprity
Felbat,Broncherry,Caprity
Felbat,Celaray,Lovander
Felbat,Reindrix,Lovander
Felbat,Melpaca,Loupmoon
Felbat,Dumud,Loupmoon
Felbat,Eikthyrdeer Terra,Loupmoon
Felbat,Mozzarina,Loupmoon
Felbat,Eikthyrdeer,Loupmoon
Felbat,Caprity,Fenglope
Felbat,Lovander,Fenglope
Felbat,Loupmoon,Fenglope
Felbat,Fenglope,Verdash
Felbat,Verdash,Robinquill Terra
Felbat,Robinquill Terra,Robinquill Terra
Felbat,Felbat,Felbat
Felbat,Robinquill,Felbat
Felbat,Galeclaw,Robinquill
Felbat,Gorirat,Robinquill
Felbat,Vaelet,Galeclaw
Felbat,Direhowl,Galeclaw
Felbat,Beegarde,Gorirat
Felbat,Cawgnito,Gorirat
Felbat,Gobfin,Vaelet
Felbat,Gobfin Ignis,Vaelet
Felbat,Lunaris,Direhowl
Felbat,Leezpunk,Direhowl
Felbat,Rushoar,Beegarde
Felbat,Leezpunk Ignis,Beegarde
Felbat,Maraith,Cawgnito
Felbat,Rooby,Cawgnito
Felbat,Wixen,Cawgnito
Felbat,Nox,Gobfin
Felbat,Woolipop,Gobfin Ignis
Felbat,Dazzi,Lunaris
Felbat,Fuddler,Lunaris
Felbat,Daedream,Leezpunk
Felbat,Gumoss (Special),Leezpunk
Felbat,Gumoss,Leezpunk
Felbat,Tanzee,Rushoar
Felbat,Kelpsea,Rushoar
Felbat,Kelpsea Ignis,Leezpunk Ignis
Felbat,Flopie,Leezpunk Ignis
Felbat,Killamari,Maraith
Felbat,Swee,Rooby
Felbat,Ribunny,Wixen
Felbat,Bristla,Wixen
Felbat,Fuack,Wixen
Felbat,Tocotoco,Nox
Felbat,Pengullet,Nox
Felbat,Jolthog Cryst,Nox
Felbat,Jolthog,Woolipop
Felbat,Depresso,Woolipop
Felbat,Hoocrates,Woolipop
Felbat,Foxparks,Dazzi
Felbat,Flambelle,Dazzi
Felbat,Sparkit,Dazzi
Felbat,Hangyu,Dazzi
Felbat,Hangyu Cryst,Fuddler
Felbat,Lifmunk,Fuddler
Felbat,Mau Cryst,Fuddler
Felbat,Vixy,Daedream
Felbat,Cremis,Daedream
Felbat,Cattiva,Daedream
Felbat,Lamball,Gumoss (Special)
Felbat,Mau,Gumoss (Special)
Felbat,Teafant,Tanzee
Felbat,Chikipi,Tanzee
Robinquill,Blazamut,Grintale
Robinquill,Suzaku Aqua,Penking
Robinquill,Suzaku,Elphidran Aqua
Robinquill,Shadowbeak,Elphidran
Robinquill,Necromus,Elphidran
Robinquill,Paladius,Surfent Terra
Robinquill,Jetragon,Surfent Terra
Robinquill,Frostallion Noct,Surfent
Robinquill,Frostallion,Anubis
Robinquill,Cryolinx,Anubis
Robinquill,Orserk,Incineram Noct
Robinquill,Astegon,Incineram Noct
Robinquill,Helzephyr,Incineram
Robinquill,Grizzbolt,Vanwyrm Cryst
Robinquill,Lyleen Noct,Vanwyrm Cryst
Robinquill,Beakon,Vanwyrm Cryst
Robinquill,Reptyro Cryst,Vanwyrm Cryst
Robinquill,Pyrin Noct,Vanwyrm Cryst
Robinquill,Lyleen,Bushi
Robinquill,Menasting,Bushi
Robinquill,Relaxaurus Lux,Bushi
Robinquill,Relaxaurus,Bushi
Robinquill,Mammorest Cryst,Vanwyrm
Robinquill,Mammorest,Vanwyrm
Robinquill,Jormuntide,Vanwyrm
Robinquill,Jormuntide Ignis,Blazehowl Noct
Robinquill,Reptyro,Blazehowl Noct
Robinquill,Elizabee,Blazehowl Noct
Robinquill,Warsect,Univolt
Robinquill,Quivern,Univolt
Robinquill,Pyrin,Univolt
Robinquill,Faleris,Katress
Robinquill,Ragnahawk,Katress
Robinquill,Mossanda Lux,Katress
Robinquill,Sweepa,Blazehowl
Robinquill,Nitewing,Blazehowl
Robinquill,Mossanda,Blazehowl
Robinquill,Ice Kingpaca,Rayhound
Robinquill,Sibelyx,Rayhound
Robinquill,Wumpo,Rayhound
Robinquill,Kingpaca,Rayhound
Robinquill,Wumpo Botan,Tombat
Robinquill,Cinnamoth,Tombat
Robinquill,Azurobe,Foxcicle
Robinquill,Grintale,Foxcicle
Robinquill,Penking,Foxcicle
Robinquill,Elphidran Aqua,Petallia
Robinquill,Elphidran,Petallia
Robinquill,Surfent Terra,Petallia
Robinquill,Surfent,Arsox
Robinquill,Anubis,Arsox
Robinquill,Incineram Noct,Chillet
Robinquill,Incineram,Chillet
Robinquill,Vanwyrm Cryst,Dinossom
Robinquill,Bushi,Kitsun
Robinquill,Vanwyrm,Broncherry Aqua
Robinquill,Blazehowl Noct,Broncherry Aqua
Robinquill,Univolt,Digtoise
Robinquill,Katress,Broncherry
Robinquill,Blazehowl,Broncherry
Robinquill,Rayhound,Reindrix
Robinquill,Tombat,Reindrix
Robinquill,Foxcicle,Melpaca
Robinquill,Petallia,Eikthyrdeer Terra
Robinquill,Arsox,Eikthyrdeer Terra
Robinquill,Chillet,Mozzarina
Robinquill,Dinossom Lux,Mozzarina
Robinquill,Dinossom,Eikthyrdeer
Robinquill,Kitsun,Eikthyrdeer
Robinquill,Broncherry Aqua,Caprity
Robinquill,Digtoise,Caprity
Robinquill,Broncherry,Lovander
Robinquill,Celaray,Lovander
Robinquill,Reindrix,Loupmoon
Robinquill,Melpaca,Loupmoon
Robinquill,Dumud,Loupmoon
Robinquill,Eikthyrdeer Terra,Loupmoon
Robinquill,Mozzarina,Loupmoon
Robinquill,Eikthyrdeer,Fenglope
Robinquill,Caprity,Fenglope
Robinquill,Lovander,Fenglope
Robinquill,Loupmoon,Fenglope
Robinquill,Fenglope,Robinquill Terra
Robinquill,Verdash,Robinquill Terra
Robinquill,Robinquill Terra,Felbat
Robinquill,Felbat,Felbat
Robinquill,Robinquill,Robinquill
Robinquill,Galeclaw,Robinquill
Robinquill,Gorirat,Galeclaw
Robinquill,Vaelet,Galeclaw
Robinquill,Direhowl,Gorirat
Robinquill,Beegarde,Gorirat
Robinquill,Cawgnito,Vaelet
Robinquill,Gobfin,Vaelet
Robinquill,Gobfin Ignis,Direhowl
Robinquill,Lunaris,Direhowl
Robinquill,Leezpunk,Beegarde
Robinquill,Rushoar,Beegarde
Robinquill,Leezpunk Ignis,Cawgnito
Robinquill,Maraith,Cawgnito
Robinquill,Rooby,Gobfin
Robinquill,Wixen,Gobfin
Robinquill,Nox,Gobfin Ignis
Robinquill,Woolipop,Gobfin Ignis
Robinquill,Dazzi,Lunaris
