pal1,pal2,palres
Chillet,Azurobe,Vanwyrm
Chillet,Cinnamoth,Bushi
Chillet,Wumpo Botan,Bushi
Chillet,Kingpaca,Bushi
Chillet,Wumpo,Bushi
Chillet,Sibelyx,Vanwyrm Cryst
Chillet,Ice Kingpaca,Vanwyrm Cryst
Chillet,Mossanda,Vanwyrm Cryst
Chillet,Nitewing,Vanwyrm Cryst
Chillet,Sweepa,Vanwyrm Cryst
Chillet,Mossanda Lux,Incineram
Chillet,Ragnahawk,Incineram
Chillet,Faleris,Incineram
Chillet,Pyrin,Incineram Noct
Chillet,Quivern,Incineram Noct
Chillet,Warsect,Anubis
Chillet,Elizabee,Anubis
Chillet,Reptyro,Surfent
Chillet,Jormuntide Ignis,Surfent
Chillet,Jormuntide,Surfent
Chillet,Mammorest,Surfent Terra
Chillet,Mammorest Cryst,Surfent Terra
Chillet,Relaxaurus,Elphidran
Chillet,Relaxaurus Lux,Elphidran
Chillet,Menasting,Elphidran Aqua
Chillet,Lyleen,Elphidran Aqua
Chillet,Pyrin Noct,Penking
Chillet,Reptyro Cryst,Penking
Chillet,Beakon,Grintale
Chillet,Lyleen Noct,Grintale
Chillet,Grizzbolt,Azurobe
Chillet,Helzephyr,Azurobe
Chillet,Astegon,Wumpo Botan
Chillet,Orserk,Kingpaca
Chillet,Cryolinx,Kingpaca
Chillet,Frostallion,Wumpo
Chillet,Frostallion Noct,Sibelyx
Chillet,Jetragon,Sibelyx
Chillet,Paladius,Ice Kingpaca
Chillet,Necromus,Ice Kingpaca
Chillet,Shadowbeak,Mossanda
Chillet,Suzaku,Mossanda
Chillet,Suzaku Aqua,Nitewing
Chillet,Blazamut,Sweepa
Arsox,Chikipi,Maraith
Arsox,Teafant,Leezpunk Ignis
Arsox,Mau,Leezpunk Ignis
Arsox,Lamball,Rushoar
Arsox,Cattiva,Rushoar
Arsox,Cremis,Leezpunk
Arsox,Vixy,Leezpunk
Arsox,Mau Cryst,Leezpunk
Arsox,Lifmunk,Lunaris
Arsox,Hangyu Cryst,Lunaris
Arsox,Hangyu,Lunaris
Arsox,Sparkit,Gobfin Ignis
Arsox,Flambelle,Gobfin Ignis
Arsox,Foxparks,Gobfin Ignis
Arsox,Hoocrates,Gobfin
Arsox,Depresso,Gobfin
Arsox,Jolthog,Cawgnito
Arsox,Jolthog Cryst,Cawgnito
Arsox,Pengullet,Beegarde
Arsox,Tocotoco,Beegarde
Arsox,Fuack,Direhowl
Arsox,Bristla,Direhowl
Arsox,Ribunny,Vaelet
Arsox,Swee,Vaelet
Arsox,Killamari,Gorirat
Arsox,Flopie,Gorirat
Arsox,Kelpsea Ignis,Galeclaw
Arsox,Kelpsea,Galeclaw
Arsox,Tanzee,Robinquill
Arsox,Gumoss (Special),Robinquill
Arsox,Gumoss,Robinquill
Arsox,Daedream,Felbat
Arsox,Fuddler,Felbat
Arsox,Dazzi,Robinquill Terra
Arsox,Woolipop,Verdash
Arsox,Nox,Verdash
Arsox,Wixen,Fenglope
Arsox,Rooby,Fenglope
Arsox,Maraith,Fenglope
Arsox,Leezpunk Ignis,Fenglope
Arsox,Rushoar,Loupmoon
Arsox,Leezpunk,Loupmoon
Arsox,Lunaris,Loupmoon
Arsox,Gobfin Ignis,Loupmoon
Arsox,Gobfin,Lovander
Arsox,Cawgnito,Lovander
Arsox,Beegarde,Caprity
Arsox,Direhowl,Caprity
Arsox,Vaelet,Eikthyrdeer
Arsox,Gorirat,Eikthyrdeer
Arsox,Galeclaw,Mozzarina
Arsox,Robinquill,Mozzarina
Arsox,Felbat,Eikthyrdeer Terra
Arsox,Robinquill Terra,Dumud
Arsox,Verdash,Melpaca
Arsox,Fenglope,Melpaca
Arsox,Loupmoon,Celaray
Arsox,Lovander,Celaray
Arsox,Caprity,Broncherry
Arsox,Eikthyrdeer,Broncherry
Arsox,Mozzarina,Digtoise
Arsox,Eikthyrdeer Terra,Digtoise
Arsox,Dumud,Broncherry Aqua
Arsox,Melpaca,Broncherry Aqua
Arsox,Reindrix,Broncherry Aqua
Arsox,Celaray,Kitsun
Arsox,Broncherry,Kitsun
Arsox,Digtoise,Dinossom
Arsox,Broncherry Aqua,Dinossom
Arsox,Kitsun,Dinossom Lux
Arsox,Dinossom,Dinossom Lux
Arsox,Dinossom Lux,Chillet
Arsox,Chillet,Chillet
Arsox,Arsox,Arsox
Arsox,Petallia,Arsox
Arsox,Foxcicle,Petallia
Arsox,Tombat,Petallia
Arsox,Rayhound,Foxcicle
Arsox,Blazehowl,Tombat
Arsox,Katress,Tombat
Arsox,Univolt,Rayhound
Arsox,Blazehowl Noct,Rayhound
Arsox,Vanwyrm,Rayhound
Arsox,Bushi,Blazehowl
Arsox,Vanwyrm Cryst,Blazehowl
Arsox,Incineram,Katress
Arsox,Incineram Noct,Univolt
Arsox,Anubis,Univolt
Arsox,Surfent,Univolt
Arsox,Surfent Terra,Blazehowl Noct
Arsox,Elphidran,Blazehowl Noct
Arsox,Elphidran Aqua,Vanwyrm
Arsox,Penking,Vanwyrm
Arsox,Grintale,Vanwyrm
Arsox,Azurobe,Bushi
Arsox,Cinnamoth,Bushi
Arsox,Wumpo Botan,Bushi
Arsox,Kingpaca,Bushi
Arsox,Wumpo,Vanwyrm Cryst
Arsox,Sibelyx,Vanwyrm Cryst
Arsox,Ice Kingpaca,Vanwyrm Cryst
Arsox,Mossanda,Vanwyrm Cryst
Arsox,Nitewing,Vanwyrm Cryst
Arsox,Sweepa,Incineram
Arsox,Mossanda Lux,Incineram
Arsox,Ragnahawk,Incineram
Arsox,Faleris,Incineram Noct
Arsox,Pyrin,Incineram Noct
Arsox,Quivern,Anubis
Arsox,Warsect,Anubis
Arsox,Elizabee,Surfent
Arsox,Reptyro,Surfent
Arsox,Jormuntide Ignis,Surfent Terra
Arsox,Jormuntide,Surfent Terra
Arsox,Mammorest,Surfent Terra
Arsox,Mammorest Cryst,Elphidran
Arsox,Relaxaurus,Elphidran
Arsox,Relaxaurus Lux,Elphidran Aqua
Arsox,Menasting,Elphidran Aqua
Arsox,Lyleen,Penking
Arsox,Pyrin Noct,Penking
Arsox,Reptyro Cryst,Grintale
Arsox,Beakon,Grintale
Arsox,Lyleen Noct,Azurobe
Arsox,Grizzbolt,Azurobe
Arsox,Helzephyr,Cinnamoth
Arsox,Astegon,Kingpaca
Arsox,Orserk,Kingpaca
Arsox,Cryolinx,Wumpo
Arsox,Frostallion,Wumpo
Arsox,Frostallion Noct,Sibelyx
Arsox,Jetragon,Ice Kingpaca
Arsox,Paladius,Ice Kingpaca
Arsox,Necromus,Mossanda
Arsox,Shadowbeak,Mossanda
Arsox,Suzaku,Nitewing
Arsox,Suzaku Aqua,Sweepa
Arsox,Blazamut,Sweepa
Petallia,Chikipi,Leezpunk Ignis
Petallia,Teafant,Leezpunk Ignis
Petallia,Mau,Rushoar
Petallia,Lamball,Rushoar
Petallia,Cattiva,Leezpunk
Petallia,Cremis,Leezpunk
Petallia,Vixy,Leezpunk
Petallia,Mau Cryst,Lunaris
Petallia,Lifmunk,Lunaris
Petallia,Hangyu Cryst,Gobfin Ignis
Petallia,Hangyu,Gobfin Ignis
Petallia,Sparkit,Gobfin Ignis
Petallia,Flambelle,Gobfin
Petallia,Foxparks,Gobfin
Petallia,Hoocrates,Gobfin
Petallia,Depresso,Cawgnito
Petallia,Jolthog,Cawgnito
Petallia,Jolthog Cryst,Beegarde
Petallia,Pengullet,Beegarde
Petallia,Tocotoco,Direhowl
Petallia,Fuack,Direhowl
Petallia,Bristla,Vaelet
Petallia,Ribunny,Vaelet
Petallia,Swee,Gorirat
Petallia,Killamari,Gorirat
Petallia,Flopie,Galeclaw
Petallia,Kelpsea Ignis,Galeclaw
Petallia,Kelpsea,Robinquill
Petallia,Tanzee,Robinquill
Petallia,Gumoss (Special),Felbat
Petallia,Gumoss,Felbat
Petallia,Daedream,Felbat
Petallia,Fuddler,Robinquill Terra
Petallia,Dazzi,Robinquill Terra
Petallia,Woolipop,Verdash
Petallia,Nox,Fenglope
Petallia,Wixen,Fenglope
Petallia,Rooby,Fenglope
Petallia,Maraith,Fenglope
Petallia,Leezpunk Ignis,Loupmoon
Petallia,Rushoar,Loupmoon
Petallia,Leezpunk,Loupmoon
Petallia,Lunaris,Loupmoon
Petallia,Gobfin Ignis,Lovander
Petallia,Gobfin,Lovander
Petallia,Cawgnito,Caprity
Petallia,Beegarde,Caprity
Petallia,Direhowl,Eikthyrdeer
Petallia,Vaelet,Eikthyrdeer
Petallia,Gorirat,Mozzarina
Petallia,Galeclaw,Mozzarina
Petallia,Robinquill,Eikthyrdeer Terra
Petallia,Felbat,Dumud
Petallia,Robinquill Terra,Melpaca
Petallia,Verdash,Melpaca
Petallia,Fenglope,Reindrix
Petallia,Loupmoon,Celaray
Petallia,Lovander,Broncherry
Petallia,Caprity,Broncherry
Petallia,Eikthyrdeer,Digtoise
Petallia,Mozzarina,Digtoise
Petallia,Eikthyrdeer Terra,Broncherry Aqua
Petallia,Dumud,Broncherry Aqua
Petallia,Melpaca,Broncherry Aqua
Petallia,Reindrix,Kitsun
Petallia,Celaray,Kitsun
Petallia,Broncherry,Dinossom
Petallia,Digtoise,Dinossom
Petallia,Broncherry Aqua,Dinossom Lux
Petallia,Kitsun,Dinossom Lux
Petallia,Dinossom,Chillet
Petallia,Dinossom Lux,Chillet
Petallia,Chillet,Arsox
Petallia,Arsox,Arsox
Petallia,Petallia,Petallia
Petallia,Foxcicle,Petallia
Petallia,Tombat,Foxcicle
Petallia,Rayhound,Foxcicle
Petallia,Blazehowl,Tombat
Petallia,Katress,Rayhound
Petallia,Univolt,Rayhound
Petallia,Blazehowl Noct,Rayhound
Petallia,Vanwyrm,Blazehowl
Petallia,Bushi,Blazehowl
Petallia,Vanwyrm Cryst,Katress
Petallia,Incineram,Univolt
Petallia,Incineram Noct,Univolt
Petallia,Anubis,Univolt
Petallia,Surfent,Blazehowl Noct
Petallia,Surfent Terra,Blazehowl Noct
Petallia,Elphidran,Vanwyrm
Petallia,Elphidran Aqua,Vanwyrm
Petallia,Penking,Vanwyrm
Petallia,Grintale,Bushi
Petallia,Azurobe,Bushi
Petallia,Cinnamoth,Bushi
Petallia,Wumpo Botan,Bushi
Petallia,Kingpaca,Vanwyrm Cryst
Petallia,Wumpo,Vanwyrm Cryst
Petallia,Sibelyx,Vanwyrm Cryst
Petallia,Ice Kingpaca,Vanwyrm Cryst
Petallia,Mossanda,Vanwyrm Cryst
Petallia,Nitewing,Incineram
Petallia,Sweepa,Incineram
Petallia,Mossanda Lux,Incineram
Petallia,Ragnahawk,Incineram Noct
Petallia,Faleris,Incineram Noct
Petallia,Pyrin,Anubis
Petallia,Quivern,Anubis
Petallia,Warsect,Surfent
Petallia,Elizabee,Surfent
Petallia,Reptyro,Surfent Terra
Petallia,Jormuntide Ignis,Surfent Terra
Petallia,Jormuntide,Surfent Terra
Petallia,Mammorest,Elphidran
Petallia,Mammorest Cryst,Elphidran
Petallia,Relaxaurus,Elphidran Aqua
Petallia,Relaxaurus Lux,Elphidran Aqua
Petallia,Menasting,Penking
Petallia,Lyleen,Penking
Petallia,Pyrin Noct,Grintale
Petallia,Reptyro Cryst,Grintale
Petallia,Beakon,Azurobe
Petallia,Lyleen Noct,Azurobe
Petallia,Grizzbolt,Cinnamoth
Petallia,Helzephyr,Cinnamoth
Petallia,Astegon,Kingpaca
Petallia,Orserk,Wumpo
Petallia,Cryolinx,Wumpo
Petallia,Frostallion,Sibelyx
Petallia,Frostallion Noct,Ice Kingpaca
Petallia,Jetragon,Ice Kingpaca
Petallia,Paladius,Mossanda
Petallia,Necromus,Mossanda
Petallia,Shadowbeak,Nitewing
Petallia,Suzaku,Nitewing
Petallia,Suzaku Aqua,Sweepa
Petallia,Blazamut,Mossanda Lux
Foxcicle,Chikipi,Rushoar
Foxcicle,Teafant,Rushoar
Foxcicle,Mau,Leezpunk
Foxcicle,Lamball,Leezpunk
Foxcicle,Cattiva,Lunaris
Foxcicle,Cremis,Lunaris
Foxcicle,Vixy,Lunaris
Foxcicle,Mau Cryst,Gobfin Ignis
Foxcicle,Lifmunk,Gobfin Ignis
Foxcicle,Hangyu Cryst,Gobfin
Foxcicle,Hangyu,Gobfin
Foxcicle,Sparkit,Gobfin
Foxcicle,Flambelle,Cawgnito
Foxcicle,Foxparks,Cawgnito
Foxcicle,Hoocrates,Cawgnito
Foxcicle,Depresso,Beegarde
Foxcicle,Jolthog,Beegarde
Foxcicle,Jolthog Cryst,Direhowl
Foxcicle,Pengullet,Direhowl
Foxcicle,Tocotoco,Vaelet
Foxcicle,Fuack,Vaelet
Foxcicle,Bristla,Gorirat
Foxcicle,Ribunny,Gorirat
Foxcicle,Swee,Galeclaw
Foxcicle,Killamari,Galeclaw
Foxcicle,Flopie,Robinquill
Foxcicle,Kelpsea Ignis,Robinquill
Foxcicle,Kelpsea,Felbat
Foxcicle,Tanzee,Felbat
Foxcicle,Gumoss (Special),Robinquill Terra
Foxcicle,Gumoss,Robinquill Terra
Foxcicle,Daedream,Robinquill Terra
Foxcicle,Fuddler,Verdash
Foxcicle,Dazzi,Verdash
Foxcicle,Woolipop,Fenglope
Foxcicle,Nox,Fenglope
Foxcicle,Wixen,Loupmoon
Foxcicle,Rooby,Loupmoon
Foxcicle,Maraith,Loupmoon
Foxcicle,Leezpunk Ignis,Loupmoon
Foxcicle,Rushoar,Loupmoon
Foxcicle,Leezpunk,Lovander
Foxcicle,Lunaris,Lovander
Foxcicle,Gobfin Ignis,Caprity
Foxcicle,Gobfin,Caprity
Foxcicle,Cawgnito,Eikthyrdeer
Foxcicle,Beegarde,Eikthyrdeer
Foxcicle,Direhowl,Mozzarina
Foxcicle,Vaelet,Mozzarina
Foxcicle,Gorirat,Eikthyrdeer Terra
Foxcicle,Galeclaw,Dumud
Foxcicle,Robinquill,Melpaca
Foxcicle,Felbat,Melpaca
Foxcicle,Robinquill Terra,Reindrix
Foxcicle,Verdash,Reindrix
Foxcicle,Fenglope,Celaray
Foxcicle,Loupmoon,Broncherry
Foxcicle,Lovander,Digtoise
Foxcicle,Caprity,Digtoise
Foxcicle,Eikthyrdeer,Broncherry Aqua
Foxcicle,Mozzarina,Broncherry Aqua
Foxcicle,Eikthyrdeer Terra,Kitsun
Foxcicle,Dumud,Kitsun
Foxcicle,Melpaca,Kitsun
Foxcicle,Reindrix,Dinossom
Foxcicle,Celaray,Dinossom
Foxcicle,Broncherry,Dinossom Lux
Foxcicle,Digtoise,Dinossom Lux
Foxcicle,Broncherry Aqua,Chillet
Foxcicle,Kitsun,Chillet
Foxcicle,Dinossom,Arsox
Foxcicle,Dinossom Lux,Arsox
Foxcicle,Chillet,Petallia
Foxcicle,Arsox,Petallia
Foxcicle,Petallia,Petallia
Foxcicle,Foxcicle,Foxcicle
Foxcicle,Tombat,Foxcicle
Foxcicle,Rayhound,Tombat
Foxcicle,Blazehowl,Rayhound
Foxcicle,Katress,Rayhound
Foxcicle,Univolt,Blazehowl
Foxcicle,Blazehowl Noct,Blazehowl
Foxcicle,Vanwyrm,Blazehowl
Foxcicle,Bushi,Katress
Foxcicle,Vanwyrm Cryst,Katress
Foxcicle,Incineram,Univolt
Foxcicle,Incineram Noct,Blazehowl Noct
Foxcicle,Anubis,Blazehowl Noct
Foxcicle,Surfent,Vanwyrm
Foxcicle,Surfent Terra,Vanwyrm
Foxcicle,Elphidran,Vanwyrm
Foxcicle,Elphidran Aqua,Bushi
Foxcicle,Penking,Bushi
Foxcicle,Grintale,Bushi
Foxcicle,Azurobe,Bushi
Foxcicle,Cinnamoth,Vanwyrm Cryst
Foxcicle,Wumpo Botan,Vanwyrm Cryst
Foxcicle,Kingpaca,Vanwyrm Cryst
Foxcicle,Wumpo,Vanwyrm Cryst
Foxcicle,Sibelyx,Vanwyrm Cryst
Foxcicle,Ice Kingpaca,Incineram
Foxcicle,Mossanda,Incineram
Foxcicle,Nitewing,Incineram
Foxcicle,Sweepa,Incineram
Foxcicle,Mossanda Lux,Incineram Noct
Foxcicle,Ragnahawk,Anubis
Foxcicle,Faleris,Anubis
Foxcicle,Pyrin,Surfent
Foxcicle,Quivern,Surfent
Foxcicle,Warsect,Surfent Terra
Foxcicle,Elizabee,Surfent Terra
Foxcicle,Reptyro,Elphidran
Foxcicle,Jormuntide Ignis,Elphidran
Foxcicle,Jormuntide,Elphidran
Foxcicle,Mammorest,Elphidran Aqua
Foxcicle,Mammorest Cryst,Elphidran Aqua
Foxcicle,Relaxaurus,Penking
Foxcicle,Relaxaurus Lux,Penking
Foxcicle,Menasting,Grintale
Foxcicle,Lyleen,Grintale
Foxcicle,Pyrin Noct,Azurobe
Foxcicle,Reptyro Cryst,Azurobe
Foxcicle,Beakon,Cinnamoth
Foxcicle,Lyleen Noct,Cinnamoth
Foxcicle,Grizzbolt,Wumpo Botan
Foxcicle,Helzephyr,Wumpo Botan
Foxcicle,Astegon,Wumpo
Foxcicle,Orserk,Sibelyx
Foxcicle,Cryolinx,Sibelyx
Foxcicle,Frostallion,Ice Kingpaca
Foxcicle,Frostallion Noct,Mossanda
Foxcicle,Jetragon,Mossanda
Foxcicle,Paladius,Nitewing
Foxcicle,Necromus,Nitewing
Foxcicle,Shadowbeak,Sweepa
Foxcicle,Suzaku,Sweepa
Foxcicle,Suzaku Aqua,Mossanda Lux
Foxcicle,Blazamut,Mossanda Lux
Tombat,Chikipi,Rushoar
Tombat,Teafant,Leezpunk
Tombat,Mau,Leezpunk
Tombat,Lamball,Lunaris
Tombat,Cattiva,Lunaris
Tombat,Cremis,Gobfin Ignis
Tombat,Vixy,Gobfin Ignis
Tombat,Mau Cryst,Gobfin Ignis
Tombat,Lifmunk,Gobfin
Tombat,Hangyu Cryst,Gobfin
Tombat,Hangyu,Gobfin
Tombat,Sparkit,Cawgnito
Tombat,Flambelle,Cawgnito
Tombat,Foxparks,Cawgnito
Tombat,Hoocrates,Beegarde
Tombat,Depresso,Beegarde
Tombat,Jolthog,Direhowl
Tombat,Jolthog Cryst,Direhowl
Tombat,Pengullet,Vaelet
Tombat,Tocotoco,Vaelet
Tombat,Fuack,Gorirat
Tombat,Bristla,Gorirat
Tombat,Ribunny,Galeclaw
Tombat,Swee,Galeclaw
Tombat,Killamari,Robinquill
Tombat,Flopie,Robinquill
Tombat,Kelpsea Ignis,Felbat
Tombat,Kelpsea,Felbat
Tombat,Tanzee,Robinquill Terra
Tombat,Gumoss (Special),Robinquill Terra
Tombat,Gumoss,Robinquill Terra
Tombat,Daedream,Verdash
Tombat,Fuddler,Verdash
Tombat,Dazzi,Fenglope
Tombat,Woolipop,Fenglope
Tombat,Nox,Fenglope
Tombat,Wixen,Loupmoon
Tombat,Rooby,Loupmoon
Tombat,Maraith,Loupmoon
Tombat,Leezpunk Ignis,Loupmoon
Tombat,Rushoar,Lovander
Tombat,Leezpunk,Lovander
Tombat,Lunaris,Caprity
Tombat,Gobfin Ignis,Caprity
Tombat,Gobfin,Eikthyrdeer
Tombat,Cawgnito,Eikthyrdeer
Tombat,Beegarde,Mozzarina
Tombat,Direhowl,Mozzarina
Tombat,Vaelet,Eikthyrdeer Terra
Tombat,Gorirat,Dumud
Tombat,Galeclaw,Melpaca
Tombat,Robinquill,Melpaca
Tombat,Felbat,Reindrix
Tombat,Robinquill Terra,Reindrix
Tombat,Verdash,Celaray
Tombat,Fenglope,Celaray
Tombat,Loupmoon,Digtoise
Tombat,Lovander,Digtoise
Tombat,Caprity,Broncherry Aqua
Tombat,Eikthyrdeer,Broncherry Aqua
Tombat,Mozzarina,Kitsun
Tombat,Eikthyrdeer Terra,Kitsun
Tombat,Dumud,Dinossom
Tombat,Melpaca,Dinossom
Tombat,Reindrix,Dinossom
Tombat,Celaray,Dinossom Lux
Tombat,Broncherry,Dinossom Lux
Tombat,Digtoise,Chillet
Tombat,Broncherry Aqua,Chillet
Tombat,Kitsun,Arsox
Tombat,Dinossom,Arsox
Tombat,Dinossom Lux,Petallia
Tombat,Chillet,Petallia
Tombat,Arsox,Petallia
Tombat,Petallia,Foxcicle
Tombat,Foxcicle,Foxcicle
Tombat,Tombat,Tombat
Tombat,Rayhound,Tombat
Tombat,Blazehowl,Rayhound
Tombat,Katress,Rayhound
Tombat,Univolt,Blazehowl
Tombat,Blazehowl Noct,Blazehowl
Tombat,Vanwyrm,Blazehowl
Tombat,Bushi,Katress
Tombat,Vanwyrm Cryst,Univolt
Tombat,Incineram,Blazehowl Noct
Tombat,Incineram Noct,Blazehowl Noct
Tombat,Anubis,Vanwyrm
Tombat,Surfent,Vanwyrm
Tombat,Surfent Terra,Vanwyrm
Tombat,Elphidran,Bushi
Tombat,Elphidran Aqua,Bushi
Tombat,Penking,Bushi
Tombat,Grintale,Bushi
Tombat,Azurobe,Vanwyrm Cryst
Tombat,Cinnamoth,Vanwyrm Cryst
Tombat,Wumpo Botan,Vanwyrm Cryst
Tombat,Kingpaca,Vanwyrm Cryst
Tombat,Wumpo,Vanwyrm Cryst
Tombat,Sibelyx,Incineram
Tombat,Ice Kingpaca,Incineram
Tombat,Mossanda,Incineram
Tombat,Nitewing,Incineram
Tombat,Sweepa,Incineram Noct
Tombat,Mossanda Lux,Anubis
Tombat,Ragnahawk,Anubis
Tombat,Faleris,Surfent
Tombat,Pyrin,Surfent
Tombat,Quivern,Surfent Terra
Tombat,Warsect,Surfent Terra
Tombat,Elizabee,Elphidran
Tombat,Reptyro,Elphidran
Tombat,Jormuntide Ignis,Elphidran Aqua
Tombat,Jormuntide,Elphidran Aqua
Tombat,Mammorest,Elphidran Aqua
Tombat,Mammorest Cryst,Penking
Tombat,Relaxaurus,Penking
Tombat,Relaxaurus Lux,Grintale
Tombat,Menasting,Grintale
Tombat,Lyleen,Azurobe
Tombat,Pyrin Noct,Azurobe
Tombat,Reptyro Cryst,Cinnamoth
Tombat,Beakon,Cinnamoth
Tombat,Lyleen Noct,Wumpo Botan
Tombat,Grizzbolt,Wumpo Botan
Tombat,Helzephyr,Kingpaca
Tombat,Astegon,Sibelyx
Tombat,Orserk,Sibelyx
Tombat,Cryolinx,Ice Kingpaca
Tombat,Frostallion,Ice Kingpaca
Tombat,Frostallion Noct,Mossanda
Tombat,Jetragon,Nitewing
Tombat,Paladius,Nitewing
Tombat,Necromus,Sweepa
Tombat,Shadowbeak,Sweepa
Tombat,Suzaku,Sweepa
Tombat,Suzaku Aqua,Mossanda Lux
Tombat,Blazamut,Ragnahawk
Rayhound,Chikipi,Leezpunk
Rayhound,Teafant,Leezpunk
Rayhound,Mau,Lunaris
Rayhound,Lamball,Lunaris
Rayhound,Cattiva,Gobfin Ignis
Rayhound,Cremis,Gobfin Ignis
Rayhound,Vixy,Gobfin Ignis
Rayhound,Mau Cryst,Gobfin
Rayhound,Lifmunk,Gobfin
Rayhound,Hangyu Cryst,Cawgnito
Rayhound,Hangyu,Cawgnito
Rayhound,Sparkit,Cawgnito
Rayhound,Flambelle,Beegarde
Rayhound,Foxparks,Beegarde
Rayhound,Hoocrates,Beegarde
Rayhound,Depresso,Direhowl
Rayhound,Jolthog,Direhowl
Rayhound,Jolthog Cryst,Vaelet
Rayhound,Pengullet,Vaelet
Rayhound,Tocotoco,Gorirat
Rayhound,Fuack,Gorirat
Rayhound,Bristla,Galeclaw
Rayhound,Ribunny,Galeclaw
Rayhound,Swee,Robinquill
Rayhound,Killamari,Robinquill
Rayhound,Flopie,Felbat
Rayhound,Kelpsea Ignis,Felbat
Rayhound,Kelpsea,Robinquill Terra
Rayhound,Tanzee,Robinquill Terra
Rayhound,Gumoss (Special),Verdash
Rayhound,Gumoss,Verdash
Rayhound,Daedream,Verdash
Rayhound,Fuddler,Fenglope
Rayhound,Dazzi,Fenglope
Rayhound,Woolipop,Fenglope
Rayhound,Nox,Loupmoon
Rayhound,Wixen,Loupmoon
Rayhound,Rooby,Loupmoon
Rayhound,Maraith,Loupmoon
Rayhound,Leezpunk Ignis,Lovander
Rayhound,Rushoar,Lovander
Rayhound,Leezpunk,Caprity
Rayhound,Lunaris,Caprity
Rayhound,Gobfin Ignis,Eikthyrdeer
Rayhound,Gobfin,Eikthyrdeer
Rayhound,Cawgnito,Mozzarina
Rayhound,Beegarde,Mozzarina
Rayhound,Direhowl,Eikthyrdeer Terra
Rayhound,Vaelet,Dumud
Rayhound,Gorirat,Melpaca
Rayhound,Galeclaw,Melpaca
Rayhound,Robinquill,Reindrix
Rayhound,Felbat,Reindrix
Rayhound,Robinquill Terra,Celaray
Rayhound,Verdash,Celaray
Rayhound,Fenglope,Broncherry
Rayhound,Loupmoon,Digtoise
Rayhound,Lovander,Broncherry Aqua
Rayhound,Caprity,Broncherry Aqua
Rayhound,Eikthyrdeer,Kitsun
Rayhound,Mozzarina,Kitsun
Rayhound,Eikthyrdeer Terra,Dinossom
Rayhound,Dumud,Dinossom
Rayhound,Melpaca,Dinossom
Rayhound,Reindrix,Dinossom Lux
Rayhound,Celaray,Dinossom Lux
Rayhound,Broncherry,Chillet
Rayhound,Digtoise,Chillet
Rayhound,Broncherry Aqua,Arsox
Rayhound,Kitsun,Arsox
Rayhound,Dinossom,Petallia
Rayhound,Dinossom Lux,Petallia
Rayhound,Chillet,Petallia
Rayhound,Arsox,Foxcicle
Rayhound,Petallia,Foxcicle
Rayhound,Foxcicle,Tombat
Rayhound,Tombat,Tombat
Rayhound,Rayhound,Rayhound
Rayhound,Blazehowl,Rayhound
Rayhound,Katress,Blazehowl
Rayhound,Univolt,Blazehowl
Rayhound,Blazehowl Noct,Blazehowl
Rayhound,Vanwyrm,Katress
Rayhound,Bushi,Katress
Rayhound,Vanwyrm Cryst,Univolt
Rayhound,Incineram,Blazehowl Noct
Rayhound,Incineram Noct,Vanwyrm
Rayhound,Anubis,Vanwyrm
Rayhound,Surfent,Vanwyrm
Rayhound,Surfent Terra,Bushi
Rayhound,Elphidran,Bushi
Rayhound,Elphidran Aqua,Bushi
Rayhound,Penking,Bushi
Rayhound,Grintale,Vanwyrm Cryst
Rayhound,Azurobe,Vanwyrm Cryst
Rayhound,Cinnamoth,Vanwyrm Cryst
Rayhound,Wumpo Botan,Vanwyrm Cryst
Rayhound,Kingpaca,Vanwyrm Cryst
Rayhound,Wumpo,Incineram
Rayhound,Sibelyx,Incineram
Rayhound,Ice Kingpaca,Incineram
Rayhound,Mossanda,Incineram
Rayhound,Nitewing,Incineram Noct
Rayhound,Sweepa,Incineram Noct
Rayhound,Mossanda Lux,Anubis
Rayhound,Ragnahawk,Surfent
Rayhound,Faleris,Surfent
Rayhound,Pyrin,Surfent Terra
Rayhound,Quivern,Surfent Terra
Rayhound,Warsect,Elphidran
Rayhound,Elizabee,Elphidran
Rayhound,Reptyro,Elphidran Aqua
Rayhound,Jormuntide Ignis,Elphidran Aqua
Rayhound,Jormuntide,Elphidran Aqua
Rayhound,Mammorest,Penking
Rayhound,Mammorest Cryst,Penking
Rayhound,Relaxaurus,Grintale
Rayhound,Relaxaurus Lux,Grintale
Rayhound,Menasting,Azurobe
Rayhound,Lyleen,Azurobe
Rayhound,Pyrin Noct,Cinnamoth
Rayhound,Reptyro Cryst,Cinnamoth
Rayhound,Beakon,Wumpo Botan
Rayhound,Lyleen Noct,Wumpo Botan
Rayhound,Grizzbolt,Kingpaca
Rayhound,Helzephyr,Kingpaca
Rayhound,Astegon,Sibelyx
Rayhound,Orserk,Ice Kingpaca
Rayhound,Cryolinx,Ice Kingpaca
Rayhound,Frostallion,Mossanda
Rayhound,Frostallion Noct,Nitewing
Rayhound,Jetragon,Nitewing
Rayhound,Paladius,Sweepa
Rayhound,Necromus,Sweepa
Rayhound,Shadowbeak,Sweepa
Rayhound,Suzaku,Mossanda Lux
Rayhound,Suzaku Aqua,Mossanda Lux
Rayhound,Blazamut,Ragnahawk
